player,link
Ratajczyk Adam,https://fantasy.ekstraklasa.org/player/1234
Ravas Henrich,https://fantasy.ekstraklasa.org/player/1948
Rejczyk Filip,https://fantasy.ekstraklasa.org/player/2094
Remacle Martin,https://fantasy.ekstraklasa.org/player/2208
Rezaeian Dawid,https://fantasy.ekstraklasa.org/player/1815
Ribeiro Yuri,https://fantasy.ekstraklasa.org/player/1797
Rocha Leonardo,https://fantasy.ekstraklasa.org/player/2082
Rodrigues de Souza Thiago,https://fantasy.ekstraklasa.org/player/1331
Romanczuk Taras,https://fantasy.ekstraklasa.org/player/86
Romanowicz Jakub,https://fantasy.ekstraklasa.org/player/2181
Rondić Imad,https://fantasy.ekstraklasa.org/player/2242
Rose Lindsay,https://fantasy.ekstraklasa.org/player/1723
Rosołek Maciej,https://fantasy.ekstraklasa.org/player/1322
